state_code,cve_ent,estado,categoria,variable,valor,anio,fuente,unidad
DUR,10,Durango,infraestructura_digital,poblacion_en_localidades_con_internet_pct,81.0,2024,BIT brechas digitales 2024,%
GUA,11,Guanajuato,infraestructura_digital,poblacion_en_localidades_con_internet_pct,82.46,2024,BIT brechas digitales 2024,%
GRO,12,Guerrero,infraestructura_digital,poblacion_en_localidades_con_internet_pct,66.51,2024,BIT brechas digitales 2024,%
HID,13,Hidalgo,infraestructura_digital,poblacion_en_localidades_con_internet_pct,66.83,2024,BIT brechas digitales 2024,%
JAL,14,Jalisco,infraestructura_digital,poblacion_en_localidades_con_internet_pct,93.32,2024,BIT brechas digitales 2024,%
MEX,15,Mexico,infraestructura_digital,poblacion_en_localidades_con_internet_pct,93.18,2024,BIT brechas digitales 2024,%
MIC,16,Michoacan,infraestructura_digital,poblacion_en_localidades_con_internet_pct,81.35,2024,BIT brechas digitales 2024,%
MOR,17,Morelos,infraestructura_digital,poblacion_en_localidades_con_internet_pct,96.53,2024,BIT brechas digitales 2024,%
NAY,18,Nayarit,infraestructura_digital,poblacion_en_localidades_con_internet_pct,83.59,2024,BIT brechas digitales 2024,%
NLE,19,Nuevo Leon,infraestructura_digital,poblacion_en_localidades_con_internet_pct,97.14,2024,BIT brechas digitales 2024,%
OAX,20,Oaxaca,infraestructura_digital,poblacion_en_localidades_con_internet_pct,55.08,2024,BIT brechas digitales 2024,%
PUE,21,Puebla,infraestructura_digital,poblacion_en_localidades_con_internet_pct,78.36,2024,BIT brechas digitales 2024,%
QUE,22,Queretaro,infraestructura_digital,poblacion_en_localidades_con_internet_pct,82.86,2024,BIT brechas digitales 2024,%
ROO,23,Quintana Roo,infraestructura_digital,poblacion_en_localidades_con_internet_pct,93.17,2024,BIT brechas digitales 2024,%
SLP,24,San Luis Potosi,infraestructura_digital,poblacion_en_localidades_con_internet_pct,72.0,2024,BIT brechas digitales 2024,%
SIN,25,Sinaloa,infraestructura_digital,poblacion_en_localidades_con_internet_pct,84.89,2024,BIT brechas digitales 2024,%
SON,26,Sonora,infraestructura_digital,poblacion_en_localidades_con_internet_pct,92.87,2024,BIT brechas digitales 2024,%
TAB,27,Tabasco,infraestructura_digital,poblacion_en_localidades_con_internet_pct,63.3,2024,BIT brechas digitales 2024,%
TAM,28,Tamaulipas,infraestructura_digital,poblacion_en_localidades_con_internet_pct,93.45,2024,BIT brechas digitales 2024,%
TLA,29,Tlaxcala,infraestructura_digital,poblacion_en_localidades_con_internet_pct,92.81,2024,BIT brechas digitales 2024,%
VER,30,Veracruz,infraestructura_digital,poblacion_en_localidades_con_internet_pct,69.26,2024,BIT brechas digitales 2024,%
YUC,31,Yucatan,infraestructura_digital,poblacion_en_localidades_con_internet_pct,87.29,2024,BIT brechas digitales 2024,%
ZAC,32,Zacatecas,infraestructura_digital,poblacion_en_localidades_con_internet_pct,77.9,2024,BIT brechas digitales 2024,%
